lat,lon,precipitation,runoff,efficiency
-88.7669513528422,91.40625,2.381345e-06,0.0,0.0
-88.7669513528422,92.109375,2.3844034e-06,0.0,0.0
-88.7669513528422,92.8125,2.3874613e-06,0.0,0.0
-88.7669513528422,93.515625,2.3905193e-06,0.0,0.0
-88.7669513528422,94.21875,2.3935772e-06,0.0,0.0
-88.7669513528422,94.921875,2.3966352e-06,0.0,0.0
-88.7669513528422,95.625,2.3996936e-06,0.0,0.0
-88.7669513528422,96.328125,2.4027513e-06,0.0,0.0
-88.7669513528422,97.03125,2.4058093e-06,0.0,0.0
-88.7669513528422,97.734375,2.4088672e-06,0.0,0.0
-88.7669513528422,98.4375,2.4119252e-06,0.0,0.0
-88.7669513528422,99.140625,2.4149833e-06,0.0,0.0
-88.7669513528422,99.84375,2.418041e-06,0.0,0.0
-88.7669513528422,100.546875,2.421099e-06,0.0,0.0
-88.7669513528422,101.25,2.4246638e-06,0.0,0.0
-88.7669513528422,101.953125,2.4285134e-06,0.0,0.0
-88.7669513528422,102.65625,2.432363e-06,0.0,0.0
-88.7669513528422,103.359375,2.4362125e-06,0.0,0.0
-88.7669513528422,104.0625,2.4400624e-06,0.0,0.0
-88.7669513528422,104.765625,2.443912e-06,0.0,0.0
-88.7669513528422,105.46875,2.4477617e-06,0.0,0.0
-88.7669513528422,106.171875,2.4516112e-06,0.0,0.0
-88.7669513528422,106.875,2.4554606e-06,0.0,0.0
-88.7669513528422,107.578125,2.45931e-06,0.0,0.0
-88.7669513528422,108.28125,2.4631602e-06,0.0,0.0
-88.7669513528422,108.984375,2.4670096e-06,0.0,0.0
-88.7669513528422,109.6875,2.4708595e-06,0.0,0.0
-88.7669513528422,110.390625,2.474709e-06,0.0,0.0
-88.7669513528422,111.09375,2.4785586e-06,0.0,0.0
-88.7669513528422,111.796875,2.482408e-06,0.0,0.0
-88.7669513528422,112.5,2.4862577e-06,0.0,0.0
-88.7669513528422,113.203125,2.4901074e-06,0.0,0.0
-88.7669513528422,113.90625,2.493957e-06,0.0,0.0
-88.7669513528422,114.609375,2.4978065e-06,0.0,0.0
-88.7669513528422,115.3125,2.5018553e-06,0.0,0.0
-88.7669513528422,116.015625,2.5069503e-06,0.0,0.0
-88.7669513528422,116.71875,2.5120455e-06,0.0,0.0
-88.7669513528422,117.421875,2.5171403e-06,0.0,0.0
-88.7669513528422,118.125,2.522236e-06,0.0,0.0
-88.7669513528422,118.828125,2.527331e-06,0.0,0.0
-88.7669513528422,119.53125,2.532426e-06,0.0,0.0
-88.7669513528422,120.234375,2.537521e-06,0.0,0.0
-88.7669513528422,120.9375,2.5426161e-06,0.0,0.0
-88.7669513528422,121.640625,2.5477113e-06,0.0,0.0
-88.7669513528422,122.34375,2.5528063e-06,0.0,0.0
-88.7669513528422,123.046875,2.5579018e-06,0.0,0.0
-88.7669513528422,123.75,2.5629965e-06,0.0,0.0
-88.7669513528422,124.453125,2.5680922e-06,0.0,0.0
-88.7669513528422,125.15625,2.5731872e-06,0.0,0.0
-88.7669513528422,125.859375,2.5782822e-06,0.0,0.0
-88.7669513528422,126.5625,2.5833772e-06,0.0,0.0
-88.7669513528422,127.265625,2.5884724e-06,0.0,0.0
-88.7669513528422,127.96875,2.5935674e-06,0.0,0.0
-88.7669513528422,128.671875,2.5986626e-06,0.0,0.0
-88.7669513528422,129.375,2.6037576e-06,0.0,0.0
-88.7669513528422,130.078125,2.6095151e-06,0.0,0.0
-88.7669513528422,130.78125,2.6155842e-06,0.0,0.0
-88.7669513528422,131.484375,2.6216535e-06,0.0,0.0
-88.7669513528422,132.1875,2.6277228e-06,0.0,0.0
-88.7669513528422,132.890625,2.6337918e-06,0.0,0.0
-88.7669513528422,133.59375,2.6398611e-06,0.0,0.0
-88.7669513528422,134.296875,2.6459302e-06,0.0,0.0
